recordid,title,author,place,year,language,subject
1.90E+13,The interest of the princes and states of Europe. The second edition with additions,"Bethel, Slingsby",London,1681,English,Politics Europe
1.90E+13,"The British visions: or, Isaac Bickerstaff Senr; being twelve prophecies for the year 1711","Defoe, Daniel",printed in the north,1711,English,Politics Europe
1.90E+13,"Two essays on the ballance of Europe. The first written in French by the late archbishop of Cambray, and translated into English. The second by the translator of the first essay","F挬nelon, Fran抇ois de Salignac de La Mothe-",London,1720,English,Politics Europe
1.90E+13,"A German diet or, the ballance of Europe. Wherein the power and weaknes, glory and reproch, vertues and vices, plenty and want, advantages and defects, antiquity and modernes of all the kingdoms and states of Christendom are impartially poiz'd. At a solemn convention of som German princes in sundry elaborat orations pro & con. Made fit for the meridian of England","Howell, James",London,1653,English,Politics Europe
1.90E+13,"Some reasons for an European state, proposed to the powers of Europe, by an universal guarantee, and an annual congress, senate, dyet, or Parliament, to settle any disputes about the bounds and rights of princes and states hereafter. With an abstract of a scheme form'd by King Henry the Fourth of France, upon the same subject. And also, a proposal for a general council or convocation of all the different religious perswasions in Christendom ... to settle the general principals they agree in","Bellers, John",London,1710,English,Politics European federation
1.90E+13,An Answer to the examination of The management of the war. Written by the Medley's gootman,Medley's footman,London,1711,English,Politics Examination of The management of the war
1.90E+13,"Resolves of Parliament, touching the Lord Generals taking and subscribing the engagement",NULL,London,1649,English,"Politics Fairfax, Thomas Fairfax,"
1.90E+13,"The Lives of Roger Mortimer, Earl of March, and of Robert Earl of Oxford, &c. prime ministers in the reigns of Edward the second, and Richard the second","Oldmixon, Mr. (John)",London,1711,English,"Politics Favorites, Royal"
19010076S00800,"Sr. William Killigrew, his answer to the fenne mens objections against the Earle of Lindsey his drayning in Lincolnshire","Killigrew, William, Sir",London,1649,English,Politics Fens
1.90E+13,"Two treatises of government: in the former, the false principles and foundation of Sir Robert Filmer, and his followers, are detected and overthrown. The latter is an essay concerning the true original, extent, and end of civil-government","Locke, John",London,1698,English,"Politics Filmer, Robert,"
1.90E+13,"An accovnt of the kings late revenue and debts. Or A true copie of some papers found in the late Archbishop of Canterburies studie, (one of the commissioners for the Exchequer, an. 1634. and 1635.) relating to the kings revenue, debts, and the late Lord Treasurer Portlands gaines by suits, and sales of offices: necessary to be knowne for the common good","Prynne, William",London,1647,English,"Politics Finance, Public"
1.90E+13,"By the Committee of safety of the Commonwealth of England, Scotland, and Ireland, &c.  A proclamation inhibiting all meetings for the raising, or drawing together of forces, without order of the said Committee, or the Lord Fleetwood",NULL,London,1659,English,"Politics Fleetwood, Charles,"
1.90E+13,"By the King. A proclamation, commanding the immediate return of all his majesties subjects who have gone into the service of the French King as souldiers, since the late treaty of peace with the states general of the United Provinces and prohibiting all his majesties subjects to enter into the said service for the time to come",NULL,London,1675,English,Politics Foreign enlistment
1.90E+13,"An exact copy of a letter from the Count d'Avaux his most Christian majesties ambassador at the Hague. Dated the 9th of January 1684, and directed to the King his master, which was intercepted by the Marquess De Grana governour of the Spanish Netherlands. As also the copies of other three letters relating to the same affair","Avaux, comte d'",[Printed at the Hague by Jacubus Sekeltus],1684,English,Politics France
1.90E+13,"Characters of the royal family, ministers of state, and of all the principal persons in the French court. With a short account of the French King's revenue, and of his land and naval forces. Written by a French nobleman to his friend in England",French nobleman,London,1702,English,Politics France
1.90E+13,"Christianissimus Christianandus. Or, reason for the reduction of France to a more Christian state in Europ","Nedham, Marchamont",London,1678,English,Politics France
1.90E+13,"A declaration of the most christian king, Lovis the XIIIth. King of France and Navarre. Declaring the reasons wherefore his majesty hath prohibited all trade with England. Also that he hath given commission to raise an army for the assistance of the King of England",NULL,London,1649,English,Politics France
1.90E+13,"Two letters, one from the States-general to His Most Christian Majesty, the other from His Most Christian Majesty to the States-general. Relating to the present conjuncture of affairs. With allowance. April 6. 1672",NULL,London,1672,English,Politics France
19010127S00100,"Anguis in Herba, or, The fatal consequences of a treaty with France","Somers, John Somers, Baron",London,1711,English,Politics France
1.90E+13,Anguis in herba: or The fatal consequences of a treaty with France,"Somers, John Somers, Baron",London,1702,English,Politics France
1.90E+13,"Discourses upon the modern affairs of Europe. Tending to prove, that the illustrious French monarchy may be reduced to terms of greater moderation",undefined,[n.p.],1680,English,Politics France
1.90E+13,"Monsieur Colbert's ghost, or, France without bounds. Being a particular account by what ways it has attain'd to that supream grandure, and relating the secret intreagues of the French Kings ministers at the courts of most of the princes and states of Europe, with remarkes there upon, also some reflections on the interest of those princes",undefined,Cologne,1684,English,Politics France
1.90E+13,"The history of the government of France, under the administration of the great Armand Du Plessis, Cardinall and duke of Richlieu, and chief minister of state in that kingdome. Wherein occur many important negotiations, relating to most part of Christendome in his time. With politique observations upon the chapters","Vialart, Charles",London,1657,English,Politics France
1.90E+13,"The tryal of Francis Francia, for high treason, at the Sessions-house in the Old-Baily; on Tuesday Jan. 22. 1716. Perused by the right honourable the lord chief-baron Bury: And also by the Council for his majesty, and for the prisoner","Francia, Francis",London,1717,English,"Politics Francia, Francis"
1.90E+13,"Antikaipoe, or, an answer to that late bundle of malice, stuft with envy, error, and ignorance: And sent into the world with the title of Observations upon the strange and wonderful prophecies of Mr. John Gadbury: being writ by an impudent pamphletier for the gain of a crown to buy him bread, &c. With a true and impartial account of Mr. John Gadbury's conversation",undefined,London,1679,English,"Politics Gadbury, John,"
1.90E+13,An Account of the Earl of Galway's conduct in Spain and Portugal,"Defoe, Daniel",London,1711,English,"Politics Galway, Henri de Massue,"
1.90E+13,"A Detection of the Earl of Gallway's conduct at Almanza: in the following original letters writ by M. Schonenberg, the Dutch ambassador at Lisbon, to the states. The Count de Noyelle, the Dutch general in Spain, to M. Schonenberg. Brigadier Drinborn (who was in the battle) to Count de Noyelle. The Count of Cordona, governour of the kingdom of Valencia",undefined,London,1711,English,"Politics Galway, Henri de Massue,"
1.90E+13,"An Expedient to remove the groundless jealousies and fears of honest meaning people concerning his Majesty, so industriously spread about by Jesuits, Jacobites and other Papists. Shewing, I. That there is no danger of finding His Majesty an arbitrary prince. II. The impossibility of the church's subversion. III. That His Majesty alone has a right to these kingdoms. With a preface to Mr. Steele. By a lover of his country. Proper for country gentlemen to give to their tenants",Lover of his country,London,1715,English,Politics George
1.90E+13,By the King. A proclamation for the discovery of the murtherers of Sir Edmund-Bury Godfrey,NULL,London,1678,English,"Politics Godfrey, Edmund Berry,"
1.90E+13,"Charles R. [Begins] Whereas his Majesty hath received information, that some persons who can discover the manner and circumstances of the murder of Sir Edmund-Bury Godfrey are withheld from so doing",NULL,London,1678,English,"Politics Godfrey, Edmund Berry,"
1.90E+13,"Of the confusions and revolutions of governments. Wherein is examined, how farre a man may lawfully conforme to the powers and commands of those who with various successes hold kingdomes divided by civill or forraigne warrs. Whether it be 1. in paying taxes. 2. In personall service. 3. In taking opposite oathes. 4. In a mans giving himselfe up to a finall allegiance, in case the warre end to the advantage of that power or party which is supposed unjust. Like-wise whether the nature of warre be inconsistent with the precepts of the christian religion? Three parts, with severall additions","Ascham, Antony",London,1649,English,"Politics Government, Resistance to"
1.90E+13,By the king. A proclamation. Containing His Majesties gracious pardon and indemnity,NULL,Edinburgh,1679,English,"Politics Government, Resistance to"
1.90E+13,"A short treatise of politiqve power; and of the true obedience which subjects owe to kings, and other civill governours. Being an answer to seven questions","Ponet, John",[n.p.],1642,English,"Politics Government, Resistance to"
1.90E+13,"An Enquiry into the nature of the liberty of the subject, and of subjection to the supreme powers. In a letter to the reverend Mr. Hoadly, upon occasion of his sermon before the lord-mayor, at St. Lawrence's church, Sept. 29. 1705",undefined,London,1706,English,"Politics Government, Resistance to"
1.90E+13,"A letter from a trooper in Flanders, to his comrade shewing that Luxemburg is a witch, and deals with the devil","Sergeant, John",[London],1695,English,"Politics Grand Alliance, War of the, 1689-1697"
1.90E+13,"To his excellency the Lord General Monck, Capt. General of all the armies and forces in England, Scotland, and Ireland, and one of the generals at Sea. The humble address of the officers of your excellencies army, in the name of themselves and their brethren, as it was presented to his excellency this 2d day of May, 1660. By us whose names are subscribed","Albemarle, George Monck, Duke of",London,1660,English,Politics Great Britain
1.90E+13,"English advice, to the freeholders of England","Atterbury, Francis",[n.p.],1714,English,Politics Great Britain
1.90E+13,"The Dangers of Europe, from the growing power of France",Author of The Duke of Anjou's succession considered,London,1702,English,Politics Great Britain
1.90E+13,Fovre bookes of offices: enabling privat persons for the speciall seruice of all good princes and policies,"Barnes, Barnabe",London,1606,English,Politics Great Britain
1.90E+13,A short history of the last Parliament,"Blackmore, Richard, Sir",London,1699,English,Politics Great Britain
1.90E+13,An address to the free-men and free-holders of the nation,"Bohun, Edmund",London,1682,English,Politics Great Britain
1.90E+13,"A Letter to the examiner, suggesting proper heads, for vindicating his masters","Bolingbroke, Henry St. John, Viscount",London,1714,English,Politics Great Britain
1.90E+13,"The Interest of Great-Britain, with relation to the differences among the northern potentates consider'd. In which is contain'd the substance of I.A. narrative of the principal actions occurring in the wars betwixt Sweden and Denmark ... by Sir Philip Meadows ... II. An account of Sir George Rook's expedition ... in the year 1700 ... III. Also an account of the negotiations and transactions before and after the treaty of Travendahl","Boyer, Abel",London,1716,English,Politics Great Britain
1.90E+13,"The impudent babbler baffled: or, The falsity of that assertion utter'd by Bradshaw, in Cromwell's new-erected slaughter-house, namely, that Charles I. was no hereditary, but an elective King; depending solely on the votes and suffrages of the people; detected and confuted, by lawyers, divines, historians, records of Parliament, and authentick pedigrees, &c","Brydall, John",London,1705,English,Politics Great Britain
1.90E+13,"The Duke of Bvckingham his speach to his Maiestie on Friday being the 4th. of Aprill, 1628","Buckingham, George Villiers, Duke of",[London],1628,English,Politics Great Britain
1.90E+13,"A letter to the people, to be left for them at the booksellers; with a word or two of the bandbox plot","Burnet, Thomas, Sir",London,1712,English,Politics Great Britain
1.90E+13,"Our ancestors as wise as we: or ancient precedents for modern facts, in answer to a letter from a noble lord","Burnet, Thomas, Sir",London,1712,English,Politics Great Britain
1.90E+13,"Mercurius Menippeus. The loyal satyrist, or, Hudibras in prose. Written by an unknown hand in the time of the late rebellion. But never till now published","Butler, Samuel",London,1682,English,Politics Great Britain
1.90E+13,"A vindication of the proceedings of his majesties ecclesiastical commissioners, against the Bishop of London, and the fellows of Magdalen-college","Care, Henry",London,1688,English,Politics Great Britain
1.90E+13,"English liberties, or the free-born subject's inheritance; containing Magna charta, Charta de Foresta, the Statute de Tallagio non concedendo, the Habeas corpus act, and several other statutes; with comments on each of them","Care, Henry",[London] in the Savoy,1719,English,Politics Great Britain
1.90E+13,"English liberties: or, the free-born subject's inheritance, containing, I. Magna Charta, the petition of right, the Habeas Corpus act; and divers other most useful statutes: with large comments upon each of them. II. The proceedings in appeals of murther; the work and power of Parliaments","Care, Henry",London,1691,English,Politics Great Britain
19010074A00100,"His majesties declaration: to all his loving subjects, of the causes which moved him to dissolve the last Parliament. Published by his majesties speciall command","Charles I, King of England",London,1640,English,Politics Great Britain
1.90E+13,"[Begins] Whereas it hath pleased the most wise God, in his providence, to take out of this world the most serene and renowned Oliver late Lord Protector of this Commonwealth ...according to the humble petition and advice ... the Privy Council ... declare ... Richard [Cromwell] to be rightfully protector","Chiverton, Richard",London,1658,English,Politics Great Britain
1.90E+13,"A detection of the court and state of England during the four last reigns and the inter-regnum, consisting of private memoirs, &c. with observations and reflections","Coke, Roger",London,1697,English,Politics Great Britain
1.90E+13,"A detection of the court and state of England during the four last reigns, and the inter-regnum. Consisting of private memoirs, &c. with observations and reflections. And an appendix, discovering the present state of the nation. The second edition corrected. To which are added many other secrets, never before made publick: As also, a more impartial account of the civil wars in England, than has yet been given. In two volumes","Coke, Roger",London,1696,English,Politics Great Britain
1.90E+13,Considerations upon the present state of the affairs of this kingdome,"Country-man, a well-willer of the city, and a lover of truth and peace",London,1642,English,Politics Great Britain
1.90E+13,"England's and North-Britain's happiness, prov'd to be greater in her present majesties reign, than in former ages, by acts of Parliament, history, and authentick authors","Cranford, James",London,1709,English,Politics Great Britain
1.90E+13,"A legacy left to the world by (that able lawyer) Richard Creshald, serjant at law; late one of the judges of the Court of Common-pleas. Addressed (in his life-time) to his foure sons in lawes. And may be very usefull for all men to read and practice","Creshald, Richard",[n.p.],1658,English,Politics Great Britain
1.90E+13,"Essays upon I. The ballance of power. II. The right of making war, peace, and alliances. III. Universal monarchy","Davenant, Charles",London,1701,English,Politics Great Britain
1.90E+13,"The Dutch usurpation: or, a brief view of the behaviour of the States-general of the United provinces, towards the kings of Great Britain: with some of their cruelties and injustices exercised upon the subjects of the English nation. As also, a discovery of what arts they have used to arrive at their late grandeur, &c","De Britaine, William",London,1672,English,Politics Great Britain
1.90E+13,"A challenge of peace, address'd to the whole nation. With an enquiry into ways and means for bringing it to pass","Defoe, Daniel",London,1703,English,Politics Great Britain
1.90E+13,A letter to the dissenters,"Defoe, Daniel",London,1713,English,Politics Great Britain
1.90E+13,"A short historical account of the contrivances and conspiracies of the men of Dr. Sacheverell's principles, in the late reigns","Defoe, Daniel",[London],1710,English,Politics Great Britain
1.90E+13,A speech without doors,"Defoe, Daniel",London,1710,English,Politics Great Britain
1.90E+13,"An Address to the good people of Great Britain, occasion'd by the report from the Committee of secrecy","Defoe, Daniel",London,1715,English,Politics Great Britain
1.90E+13,"An apology for the army. In a short essay on fortitude, &c. Written by an officer","Defoe, Daniel",London,1715,English,Politics Great Britain
1.90E+13,King William's affection to the Church of England examin'd,"Defoe, Daniel",London,1703,English,Politics Great Britain
1.90E+13,Reflections upon the humour of the British nation in religion and politics,"Defoe, Daniel",London,1713,English,Politics Great Britain
19010430S00900,Some reasons for a change in the Ministry.,"Defoe, Daniel",London,1717,English,Politics Great Britain
1.90E+13,"The history of the last Parliament, began at Westminster, the tenth day of February, in the twelfth year of the reign of King William, An. Dom. 1700. To which is added, The short defence of the last Parliament, &c. By the same author. The second edition","Drake, James",London,1702,English,Politics Great Britain
1.90E+13,"A Letter from a gentleman of quality in the country, to his friend, upon his being chosen a member to serve in the approaching Parliament, and desiring his advice. Being an argument relating to the point of succession to the crown: shewing from scripture, law, history, and reason, how improbable (if not impossible) it is to bar the next heir in the right line from the succession",E. F.,[n.p.],1679,English,Politics Great Britain
1.90E+13,"Offices and places of trust not be be boucht [!] or sold, or given to insufficient persons. Discovered in a sober and peaceable letter",E. N.,London,1660,English,Politics Great Britain
1.90E+13,"An English merchant's remarks, upon a scandalous, Jacobite paper, publish'd the 19th of july last, in the Post-boy, under the name of a Memorial presented to the Chancery of Sweden, by the resident of Great-Britain",English merchant,[n.p.],1716,English,Politics Great Britain
19010096S00300,Two letters : the one from a Dutch-man to his correspondent in England : the other an answer from the said correspondent,F. C.,[s.l.],1673,English,Politics Great Britain
1.90E+13,"A brief account of some of the late incroachments and depredations of the Dutch upon the English; and of a few of those many advantages which by fraud and violence they have made of the British nations since the revolution, and of the means enabling them thereunto","Ferguson, Robert",[n.p.],1695,English,Politics Great Britain
1.90E+13,"Who plot best; the Whigs or the Tories. Being a brief account of all the plots that have happen'd within these thirty years. Viz. three Tory plots, the Popish, the abdication, the assassination. Five Whig plots, the Presbyterian, the pinns, The puppets, The mobocks, the band-box. In a letter to Mr. Ferguson","Ferguson, Robert",London,1712,English,Politics Great Britain
1.90E+13,"The speech of the Right Honourable the Lord Fiennes, Commissioner of the great seal; made before his highness and both houses of Parliament, on Wednesday the 20th of January, 1657. Being the first day of their sitting. Published by his highness special command","Fiennes, Nathaniel",London,1657,English,Politics Great Britain
1.90E+13,A speech upon the state of the nation in April 1701,"Fletcher, Andrew",[n.p.],1701,English,Politics Great Britain
1.90E+13,"An account of a conversation concerning a right regulation of governments for the common good of mankind. In a letter to the marquiss of Montrose, the earls of Rothes, Roxburg, and Hadington, from London the lst of December, 1703","Fletcher, Andrew",Edinburgh,1704,English,Politics Great Britain
1.90E+13,"To the Parliament of the comon-wealth of England. Fifty nine particulars laid down for the regulating things, and the taking away of oppressing laws, and oppressors, and to ease the oppressed","Fox, George",London,1659,English,Politics Great Britain
1.90E+13,"The ovt-cry! and just appeale of the inslaved people of England, made to the right honourable the Parliament for the Common wealth of England","Freize, James",[London],1659,English,Politics Great Britain
1.90E+13,"The Case stated between England and the United Provinces, in this present juncture. Together with a short view of those Netherlanders in their late practises as to religion, liberty, leagues, treaties, amities. Publish'd for the information of, and a warning to England; by a friend to this commonwealth",Friend to this commonwealth,London,1652,English,Politics Great Britain
1.90E+13,"A declaration of Sir John Gaire Lord Mayor. Alderman Langham, Alderman Adams, Alderman Bunce, Sheriff Cullam. with others imprisoned by the authorities of the Parliament and army","Gayer, John, Sir",[n.p.],1647,English,Politics Great Britain
1.90E+13,"The speech which the speaker of the House of Commons made unto the King in the House of Lords, at his passing of the bills therein mentioned, on the day of their adjournment; being the thirteenth day of September, in the year of our Lord, 1660","Grimston, Harbottle, Sir",London,1660,English,Politics Great Britain
1.90E+13,"The Changes: or, faction vanquish'd. A poem. Most humbly inscrib'd to those noble patriots, defenders of their country, and supporters of the crown, The not guilty Lords","Hamilton, Newburgh",London,1711,English,Politics Great Britain
1.90E+13,"A discourse upon this saying: The spirit of the nation is not yet to be trusted with liberty; lest it introduce Monarchy, or invade the liberty of conscience","Harrington, James",London,1659,English,Politics Great Britain
1.90E+13,"The history of Whiggism, or, the Whiggish-plots, principles and practices (mining and countermining the Tory-plots and principles) in the reign of King Charles the first","Hickeringill, Edmund",London,1682,English,Politics Great Britain
1.90E+13,The High-Lander's answer to the L: Haversham's speech,High-lander,[n.p.],1704,English,Politics Great Britain
1.90E+13,A letter to Monsieur van. B... de M,"Holles, Denzil Holles, Baron",at Amsterdam,1676,English,Politics Great Britain
1.90E+13,"Letters to Parliament-men, in reference to some proceedings in the House of Commons, during the last session, continuing to the latter part of June, 1701. Being one, concerning the redress of grievances: Another, concerning the Bill for prevention of bribery in corporations: A third, concerning the dissenters conformity upon occasion of an office. A fourth, concerning the Bill about the succession: A fifth, concerning comprehension. By a lover of peace and the publick good","Humfrey, John",London,1701,English,Politics Great Britain
1.90E+13,"A true and compendious narration; or (Second part of Amboyney) of Sundry notorious or remarkable injuries, insolencies, and acts of hostility which the Hollanders have exercised from time to time against the english nation in the East-indies, &c. And particularly, of the totall plundering and sinking of the Dragon & Katherine both ships and men. With undeniable and convincing proofs for evidencing the truth thereof, and satisfaction of the reader. By a person of long observation and experience; employed first and last in the affairs of the Indies, fifty years, (to wit) from Sr. Walter Rawleigh, his last voyage, 1615. To this present year, 1665",J. D. (John Darell),London,1665,English,Politics Great Britain
1.90E+13,"The Late King James's second manifesto, directed to the Protestant princes, answered paragraph by paragraph","James II, King of England",London,1697,English,Politics Great Britain
1.90E+13,Ten articles already proved upon oath against an evil member now in the Parliament contained in three letters lately directed unto Col. George Cook and the rest of the Committee of the army for discovery of criminal offendors in relation to the late wars,"Jenkes, Edward",[n.p.],1649,English,Politics Great Britain
1.90E+13,"The dear bargain. Or, A true representation of the state of the English nation under the Dutch. In a letter to a friend","Johnston, Nathaniel",[n.p.],1690,English,Politics Great Britain
19010076S00900,"The legal fundamental liberties of the people of England, revived, asserted, and vindicated","Lilburne, John",London,1649,English,Politics Great Britain
1.90E+13,A Golden mine of treasure open'd for the Dutch. By a lover of Britain,Lover of Britain,London,1718,English,Politics Great Britain
1.90E+13,"An Expedient for the preventing any difference between His Highness and the Parliament. About the recognition. The negative voyce. The militia. By a lover of his country, that desires at this time to be namelesse.",Lover of his country that desires at this time to be namelesse,London,1659,English,Politics Great Britain
1.90E+13,"Anglia liberata, or, the rights of the people of England maintained against the pretences of the Scotish King ... set forth in An answer to the Lords Ambassadors propositions of England ... delivered into the ... Assembly of the United Provinces by one MacDonnel","MacDonnell, William, Sir",London,1651,English,Politics Great Britain
1.90E+13,"A letter from a member of Parliament to his friend in the country. Giving a short account of the proceedings of the tackers, upon the occasional and self-denying bills, the act of security in Scotland, and other occurrences in the last session of Parliament","Mackworth, Humphrey, Sir",[London],1705,English,Politics Great Britain
1.90E+13,"An account of the growth of popery, and arbitrary government in England. More particularly, from ... November, 1675, ending the 15th. of February 1676, till the last meeting of parliament, the 16th. of July 1677","Marvell, Andrew",Amsterdam,1677,English,Politics Great Britain
1.90E+13,"The late bishop of Carlisle's speech against the deposition of Kings; and in vindication of hereditary right, and the lineal succession to the Crown of these realms","Merke, Thomas",London,1714,English,Politics Great Britain
19010087S00400,"Hollands ingratitude, or, A serious expostulation with the Dutch","Molloy, Charles",London,1666,English,Politics Great Britain
1.90E+13,"An Account of the late proposals of the Archbishop of Canterbury, with some other bishops, to his majesty: in a letter to M.B. Esq",N. N.,[n.p.],1688,English,Politics Great Britain
1.90E+13,"The complaint of liberty & property against arbitrary government: dedicated to all true English men, and lovers of liberty, laws, and religion","Nalson, John",London,1681,English,Politics Great Britain
1.90E+13,"The case of the Common-wealth of England, stated: or, the equity, utility, and necessity, of a submission to the present government; cleared out of monuments both sacred and civill, against all the scruples and pretences of the opposite parties; viz. Royallists, Scots, Presbyterians, Levellers. Wherein is discovered severally, the vanity of their designes, together with the improbability of their successe, and inconveniences which must follow (should either of them take effect) to the extreme prejudice of the nation. Two parts. With a discourse of the excellencie of a free-state, above a kingly-government","Nedham, Marchamont",London,1650,English,Politics Great Britain
1.90E+13,"A project for an equitable and lasting peace. Designed in the year 1643. when the affairs stood in ballance before the second coming of the Scots into this kingdom, from a desire to have kept them out then. With a disquisition how the said project may now be reduced to fit the present conjuncture of affairs, in a letter sent to divers prudent persons of all sorts. For preventing the Scots bringing an Army into England a third time, or making themselves umpires of our affaires. By a cordiall agreement of the king, Parliament, city, army, and of all the people of this kingdome among our selves","Nethersole, Francis, Sir",[n.p.],1648,English,Politics Great Britain
1.90E+13,"A strong motive to the passing of a generall pardon, and act of oblivion found in a parcell of problemes, selected out of a greater bundle lately published by P.D. For the present use of all the members of both houses of Parliament, but more especially of those in city, countrey, and army, and in Parliament too (if there be any) that have lately expressed their fiercenesse in pressing for justice against delinquents","Nethersole, Francis, Sir",[n.p.],1648,English,Politics Great Britain
1.90E+13,"Parables reflecting upon the times, newly past, and yet present By P:D: the writer of the problemes lately printed, and now recommended to the attentive reading, serious consideration, and devout meditation of all the generals, officers, & souldiers, that have been imployed on either side in the late unnaturall warre: more especially of his excellency, the Lord Fairfax, and those of his victorious army","Nethersole, Francis, Sir",[n.p.],1648,English,Politics Great Britain
1.90E+13,"A compleat journal of the votes, speeches and debates, both of the House of Lords and House of Commons throughout the whole reign of Queen Elizabeth, of glorious memory. Collected by the eminent member of Parliament, Sir Simonds d'Ewes, baronet. Very useful for all gentlemen, especially Parliament-men",NULL,London,1708,English,Politics Great Britain
19010074S02200,"A declaration of the Lords and Commons assembled in Parliament, concerning the Kings Majesty",NULL,London,1647,English,Politics Great Britain
1.90E+13,"A declaration of the Parliament of England. Written to the high and mighty lords, the Lords States Generall of the Vnited Provinces of the low-countreys: concerning their last embassie extraordinary into England",NULL,London,1645,English,Politics Great Britain
19010078S01800,"A proclamation of His Highnes, with the consent of His Council, for continuing all persons being in office for the execution of publike justice at the time of the late change of government, until His Highnes further direction",NULL,London,1653,English,Politics Great Britain
1.90E+13,"A record of some worthie proceedings: in the honorable, wise, and faithfvll Hovse of Commons in the Parliament holden in the yeare, 1611",NULL,[n.p.],1641,English,Politics Great Britain
1.90E+13,An act for renouncing and disanulling the pretended title of Charls Stuart &c,NULL,London,1656,English,Politics Great Britain
1.90E+13,"An act for the security of his highness the Lord Protector his person, and continuance of the nation in peace and safety",NULL,London,1656,English,Politics Great Britain
1.90E+13,"Bewdley case: the bayliffe and burgesses of Bewdley, sent a burgess to Parliament, from the year 1606, to the year 1708. They were dispossess'd of that right by a charter under the Great Seal, dated April 20, 1708",NULL,[n.p.],1710,English,Politics Great Britain
1.90E+13,By the king and queen. A proclamation [for the continuance in office of Protestants now in office],NULL,London,1688,English,Politics Great Britain
1.90E+13,"By the King, A declaration. [Begins] James R. As we cannot consider this invasion of our kingdoms by the Prince of Orange without horror",NULL,London,1688,English,Politics Great Britain
1.90E+13,"By the King. A proclamation, forbidding his majesties subjects to give assistance to any the subjects of the King of Spain now in rebellion against him",NULL,London,1675,English,Politics Great Britain
1.90E+13,"Die Veneris, 16 Martii, 1648. [Begins] Ordered by the Commons assembled in Parliament, that no master or commander of any ship, shall be permitted to pass or transport any sea-men or marriners, until he shall deliver unto the Captain of the Fort of West-Tilbury a note of their names, and ... that they shall not act against the Parliament ... Die Sabbathi, 14 Aprilis, 1649. [Begins] Ordered by the Commons assembled in Parliament, that no pass or license whatsoever shall be granted to any person or persons to go beyond the Seas",NULL,London,1649,English,Politics Great Britain
1.90E+13,"From the Committee of sequestrations, sitting at Cambden house in Mayden Lane, London",NULL,[London?],1643,English,Politics Great Britain
1.90E+13,"Her majesties most gracious speech to both houses of Parliament, on Tuesday the nineteenth day of March 1705",NULL,London,1705,English,Politics Great Britain
1.90E+13,"His Majestie's most gracious speech to both houses of Parliament, on Friday the 8th of February, 1666. At their prorogation",NULL,[London] In the Savoy,1666,English,Politics Great Britain
1.90E+13,"His Majesties gracious speech, together with the Lord Chancellors, to both houses of Parliament, on Thursday the 15th of February, 1676/7. Published by His Majesties special command",NULL,London,1676,English,Politics Great Britain
1.90E+13,"His majesties most gracious speech to both houses of Parliament, at the opening of the Parliament at Oxford Monday the 21th day of March 1680/1",NULL,Oxford,1681,English,Politics Great Britain
1.90E+13,"His majesties reasons for with-drawing himself from Rochester. Writ with his own hand, and ordered by him to be published",NULL,[n.p.],1688,English,Politics Great Britain
1.90E+13,His Majesties speech at the reception of the petition,NULL,[London?],1663,English,Politics Great Britain
1.90E+13,"Historical collections; or, An exact account of the proceedings of the four last parliaments of Q. Elizabeth of famous memory. Wherein is contained the compleat journals both of the Lords & Commons ... As also the more particular behaviours of the worthy members",NULL,London,1680,English,Politics Great Britain
1.90E+13,"Several speeches against the bill for repealing the triennial act: as they were spoken in the House of commons, the 24th day of April, 1716",NULL,London,1716,English,Politics Great Britain
1.90E+13,"Speeches and passages of the great and happy Parliament: from the third of November, 1640, to this instant June, 1641. Collected into one volume, and according to the most perfect originalls, exactly published",NULL,London,1641,English,Politics Great Britain
1.90E+13,"The address of the Lords spiritual and temporal, and Commons, assembled at Westminster in this present convention, to his highness the Prince of Orange; with his highness's answer. Die Martis 22午 Januarii 1688/9",NULL,London,1689,English,Politics Great Britain
1.90E+13,The capitvlations and articles of peace between ... The King of England ... and the Svltan of the Ottoman Empire ... January 1661. Set forth ... by Paul Ricavt,NULL,Constantinople,1663,English,Politics Great Britain
19010072S01900,"The declaration and votes of the Lords and Commons assembled in Parliament, concerning the late treaty of peace in York-shire",NULL,London,1642,English,Politics Great Britain
1.90E+13,"The defensive treaty concluded in the year 1700. Betwixt his late majesty King William of ever glorious memory, and his present Swedish majesty King Charles the XII. Publish'd at the earnest desire of several members of both Houses of Parliament",NULL,[n.p.],1717,English,Politics Great Britain
1.90E+13,"The government of the Common-wealth of England, Scotland, & Ireland ... as it was publickly declared at Westminster the 16. day of December 1653. in the presence of the Lords commissioners of the great seal of England, the divers of the judges of the land, the officers of state and army, and many other persons of quality, at which time and place his high[ness] Oliver Lord Pro[t]ector of the said Common-wealth, took a solemn oath for observing the same. Published by his highness the Lord Protector's special commandment",NULL,London,1653,English,Politics Great Britain
1.90E+13,"The humble petition and addresse of the officers of the Army, to the Parliament of the Common-wealth of England, &c. Thursday, May 12, 1659",NULL,London,1659,English,Politics Great Britain
1.90E+13,"The humble petition and advice, presented unto his highness the Lord Protector by the knights, citizens and burgesses assembled at the Parliament begun and held at Westminister the 17th day of September 1656, and there continued until the 26th day of Iune following, and then adjourned unto the 20th day of Ianuary 1657. As also, their humble additional and explanatory petition and advice, presented unto his highness in the same Parliament; together with his highness consent unto the said petitions when they were respectively presented",NULL,London,1657,English,Politics Great Britain
