author
Sydenham  William
Sykes  Arthur Ashley
Sykes  William
Symonds  William
Symson  Andrew
T. A.
T. B.  (Merchant)
T. H.
T. H. (T. Haynes)
T. H. (Thomas Hale)
T. L.  of Lincolns-Inn  Esq.
T. O.  Esq.
T. P.
T. R.
T. R. (Thomas Richards)
T. R. (Thomas Rogers)
T. S.
T. S. (Merchant)
T. S. (Thomas Seymour)
T. S. (Thomas Smith)
T. T.
T. W.
T. W. (Thomas Watkins)
Talbot  William
Talbott  William
Tapscott  William
Tasso  Torquato  1544-1595.
Taverner  John
Tavernier  Jean-Baptiste
Tayloe  Robert
Taylor  John
Taylor  Silas
Teixeira  Pedro
Tell-Truth  Robert
Telltruth  Timothy
Temple  Richard  Sir
Temple  William  Sir
Tenche  Nathaniel
Tenison  Thomas
Thomas  Anthony  Sir
Thomas  Dalby  Sir
Thomason  George
Thompson  William
Thorisby  Thomas
Thornborough  John
Thorpe  John  starch-maker
Tillesley  Richard
Tindal  Matthew
Tindall  Matthew
Tindall  William
Toland  John
Tolson  Francis
Tombes  John
Tory freeholder
Towne  Richard
Tradesman of the city
Trapp  Joseph
Trenchard  John
Trevers  Joseph
Trigge  Francis
True Englishman
True lover of his countrey and the present government
True lover of his country
True member of the Church of England
Trusler  John
Trusty  John
Truswell  Mr.
Tryon  Thomas
Turmiger  Bevill
Turner  John
Turner  Roger
Turner  Thomas
Tusser  Thomas
Tusser  Thomas  1524?-1580.
Tutchin  John
Tweeddale  John Hay  Marquis of
Tyron  Thomas
Ufflet  John
Vallemont  abb© de (Pierre Le Lorrain)
Van Laitz  W.
Vanden Bemde  John
Vans  Patrick
Vassall  Samuel
Vauban  S©bastien Le Prestre de
Vaughan  Rice
Vaughan  Rowland
Vaughan  William
Veitia Linage  Joseph de
Verax  Philanax
Vergil  Polydore
Vermuyden  Cornelius  Sir
Verney  Robert
Vernon  C. (Christopher)
Vernon  John
Vertot  abb© de
Veselovskii  Fedor Pavlovich
Vialart  Charles
Vincent  Thomas
Violet  Thomas
Vogemonte  Lotharius
W. B. (William Badcock)
W. C.
W. C.  Esq.
W. C.  lover of his country
W. H.
W. L.
W. L.  commoner of England
W. L.  lover of his country
W. P.
W. S.
W. S.  Gent.
W. T.  goldsmith
W. W. (William Wither)
W. W. (William Wood)
Wadsworth  James
Wafer  Lionel
Wagstaffe  Thomas
Wagstaffe  William
Walcot  Humphry
Walef  Blaise-Henri de Corte  Baron de
Walker  Clement
Walker  Henry  Ironmonger
Walker  John
Wall  Capell
Wall  Thomas
Waller  Edmund
Waller  William  Gent.
Wallis  Richard
Walpole  Robert  Earl of Orford
Walton  Brian
Walwyn  William
Ward  Edward
Ward  John
Ward  Nathaniel
Ward  Patience  Sir
Warner  Edmund
Warner  John
Warr  John
Warrington  Henry Booth  Earl of
Wase  Christopher
Waterhouse  Edward
Waterhouse  William  Esq.
Watson  S.
Watts  Thomas
Waugh  John
Way  J.
Way  William
Webster  James
Webster  John
Webster  William
Wel-wisher to religion  and proprietie
Well wisher of the Common-wealth
Well-willer to the publique weale
Well-wisher of his country
Well-wisher to England's prosperity
Well-wisher to his countrey
Well-wisher to his country
Well-wisher to that trade and the true English interest
Well-wisher to the publick interest of the nation
Well-wisher to trade and the publick good
Wells  Edward
Welton  R. (Richard)
Welwood  James
Welwood  William
Wescot  Abel
West-India merchant
Weston  Charles
Weston  Richard  Sir
Whalley  Penistone
Whately  Thomas
Whatley  Stephen
Wheeler  John
Whinnell  James
Whiston  James
Whiston  William
Whitaker  Edward
Whitbourne  Richard  Sir
White  George
White  John
Whitelocke  James  Sir
Whitgift  John
Whitlocke  Bulstrode  Sir
Wigglesworth  Edward
Wild  Robert
Wildman  John  Sir
Wilkins  George
Wilkins  Richard
Wilkinson  John  of Bernards Inne
Wilkinson  Robert  Dr. in Divinity
Wilkinson  William  mariner
Willes  John
William III  King of England
Williams  Edward
Williams  John  gent.
Williams  John  merchant and trader in wool
Williams  Reeve
Williams  Walter  of the Middle Temple
Williamson  John
Williamson  Robert  one of the assigns of Sir R. Vyner
Willoughby  George
Willsford  Thomas
Wilmer  John
Wilson  Thomas
Wingate  Edmund
Wingfield  Augustus
Winington  Salwey
Winstanley  Gerrard
Winstanley  William
Winton  George Seton  Earl of
Wiseman  Robert  Sir
Withall  Benjamin
Wither  George
Withers  John
Wood  Benjamin
Wood  John
Wood  William
Wood  William  of Jamaica
Woodford  William
Woodward  Josiah
Woofe  Abraham
Woolley  Hannah  active 1670.
Worcester  Edward Somerset  Marquis of
Working silver-smith
Worlidge  John
Wotton  William
Wren  Christopher  Sir
Wren  M. (Matthew)
Wright  William
Wroe  Richard
Wycherley  William
X. X.
Y-Worth  W. (William)
Yarranton  Andrew
Yonge  Walter  Sir
Young  John  civil engineer
Young  Thomas
Young gentleman of the temple
Ziegenbalg  Bartholomaeus
[Preis  Joachim Fredrik  Freiherr]
